id	chr	start	end	strand	length	tr.name	tr.strand
L2_level1_chr9_-_112137347	chr9	112136797	112137497	-	700	2900079G21Rik	+
L2_level1_chr10_-_77867945	chr10	77867694	77868050	-	356	Rrp1	-
L2_level1_chr15_-_90815791	chr15	90815695	90815879	-	184	Kif21a	-
L2_level1_chr4_-_34752929	chr4	34752273	34754050	-	1777	Zfp292	-
L2_level1_chr18_+_38460175	chr18	38459989	38460225	+	236	Rnf14	+
L2_level1_chr11_-_66866098	chr11	66866065	66866154	-	89	2310004I24Rik	-
L2_level1_chr8_+_86132153	chr8	86132048	86132254	+	206	Dnajb1	+
L2_level1_chr11_-_78059463	chr11	78059329	78059529	-	200	Sdf2	+
L2_level1_chr2_+_138111750	chr2	138110518	138112370	+	1852	Btbd3	+
L2_level1_chr4_+_143002843	chr4	143002719	143002901	+	182	Pramef8	+
L2_level1_chr4_+_147534720	chr4	147534632	147534790	+	158	Fbxo2	+
L2_level1_chr2_+_127951775	chr2	127951703	127951905	+	202	Bcl2l11	+
L2_level1_chr12_+_110847082	chr12	110846678	110847376	+	698	Rian	+
L2_level1_chr17_+_56782212	chr17	56782210	56782213	+	3	Tmem146	+
L2_level1_chr1_-_177555722	chr1	177555606	177555785	-	179	Fh1	-
L2_level1_chr13_-_101514545	chr13	101514425	101514645	-	220	Mrps36	-
L2_level1_chr6_+_120616545	chr6	120616523	120616575	+	52	Cecr2	+
L2_level1_chr5_+_27709357	chr5	27709246	27709384	+	138	Dpp6	+
L2_level1_chr15_-_79664671	chr15	79664600	79664770	-	170	Cbx6	-
L2_level1_chr5_-_8077399	chr5	8077221	8078023	-	802	Adam22	-
L2_level1_chr7_-_116226831	chr7	116226706	116226914	-	208	Ric3	-
L2_level1_chr7_+_119221386	chr7	119221278	119221395	+	117	Usp47	+
L2_level1_chr2_-_37501146	chr2	37501004	37501230	-	226	Strbp	-
L2_level1_chr11_-_40506144	chr11	40506009	40506222	-	213	Mat2b	-
L2_level1_chrX_-_105011509	chrX	105011499	105011759	-	260	2610002M06Rik	-
L2_level1_chr2_+_91434858	chr2	91434829	91434959	+	130	Ckap5	+
L2_level1_chr12_-_86311793	chr12	86311624	86311876	-	252	1110018G07Rik	-
L2_level1_chr14_+_48283856	chr14	48283419	48283958	+	539	Ktn1	+
L2_level1_chr2_-_120796353	chr2	120796277	120796581	-	304	Ubr1	-
L2_level1_chr7_-_67144246	chr7	67144212	67144353	-	141	Snurf	-
L2_level1_chr14_-_21328715	chr14	21328638	21328743	-	105	Ppp3cb	-
L2_level1_chr7_-_89028683	chr7	89028464	89029119	-	655	Tm6sf1	+
L2_level1_chr13_-_21535864	chr13	21535157	21536893	-	1736	Zfp187	-
L2_level1_chr18_+_37344763	chr18	37344587	37346088	+	1501	Pcdha8	+
L2_level1_chr11_-_94165270	chr11	94165172	94165316	-	144	Luc7l3	-
L2_level1_chr3_+_152036350	chr3	152036324	152036492	+	168	Usp33	+
L2_level1_chr4_-_120820984	chr4	120820548	120821884	-	1336	Rlf	-
L2_level1_chr4_+_14791459	chr4	14791327	14791560	+	233	Tmem55a	+
L2_level1_chr11_-_41960634	chr11	41960615	41960756	-	141	Gabra1	-
L2_level1_chr7_+_66562789	chr7	66561917	66564402	+	2485	Ube3a	+
L2_level1_chr12_+_110868405	chr12	110867773	110868631	+	858	Rian	+
L2_level1_chr13_+_55349043	chr13	55348258	55349203	+	945	Nsd1	+
L2_level1_chr5_-_122907605	chr5	122907502	122907652	-	150	Atp2a2	-
L2_level1_chr11_+_23206945	chr11	23206855	23206986	+	131	Usp34	+
L2_level1_chr19_-_8893817	chr19	8893618	8893900	-	282	Ttc9c	-
L2_level1_chr10_+_69169107	chr10	69169060	69169664	+	604	Ank3	+
L2_level1_chr1_-_88252905	chr1	88252877	88252919	-	42	Ncl	-
L2_level1_chr10_-_83834330	chr10	83834085	83835222	-	1137	Nuak1	-
L2_level1_chr3_+_37319238	chr3	37319157	37319397	+	240	Spata5	+
L2_level1_chr8_+_96474205	chr8	96474181	96474300	+	119	Gnao1	+
L2_level1_chr12_-_36769079	chr12	36768860	36769149	-	289	Tspan13	-
L2_level1_chr9_+_51856499	chr9	51856334	51856512	+	178	Gm6981	-
L2_level1_chr13_+_83667959	chr13	83667028	83668843	+	1815	Mef2c	+
L2_level1_chr16_+_96689315	chr16	96689190	96689367	+	177	Pcp4	+
L2_level1_chr11_-_86550717	chr11	86550328	86550828	-	500	Cltc	-
L2_level1_chr17_-_87833367	chr17	87833356	87833412	-	56	Calm2	-
L2_level1_chr12_-_4295159	chr12	4294928	4295681	-	753	Ncoa1	-
L2_level1_chr8_-_61384365	chr8	61384195	61385186	-	991	Galntl6	-
L2_level1_chr9_-_20297176	chr9	20297068	20297235	-	167	Zfp426	-
L2_level1_chr2_+_71050034	chr2	71049959	71050110	+	151	Dync1i2	+
L2_level1_chr12_-_82415412	chr12	82415272	82415895	-	623	Slc8a3	-
L2_level1_chr15_-_75739730	chr15	75739697	75739788	-	91	Eef1d	-
L2_level1_chr4_-_117354860	chr4	117354805	117354900	-	95	Dmap1	-
L2_level1_chrX_-_104980960	chrX	104980561	104981245	-	684	2610002M06Rik	-
L2_level1_chr19_+_26824333	chr19	26824126	26824422	+	296	Smarca2	+
L2_level1_chr8_-_88077144	chr8	88077089	88077544	-	455	Dnaja2	-
L2_level1_chr8_+_116963591	chr8	116963533	116963701	+	168	Wwox	+
L2_level1_chr10_+_117147297	chr10	117147296	117147309	+	13	Mdm2	-
L2_level1_chr1_+_74398986	chr1	74398924	74399526	+	602	Pnkd	+
L2_level1_chr12_-_11338970	chr12	11338841	11339066	-	225	Vsnl1	-
L2_level1_chr10_-_75323021	chr10	75322892	75323082	-	190	Mif	-
L2_level1_chr12_+_72149322	chr12	72149260	72149555	+	295	Arid4a	+
L2_level1_chr7_-_7244167	chr7	7244147	7244677	-	530	Clcn4-2	-
L2_level1_chr18_+_67934639	chr18	67934557	67934724	+	167	Seh1l	+
L2_level1_chr11_-_30019411	chr11	30019391	30019538	-	147	Spnb2	-
L2_level1_chr18_-_43847370	chr18	43847143	43847452	-	309	Jakmip2	-
L2_level1_chr4_+_102646932	chr4	102646690	102647508	+	818	Gm12709	-
L2_level1_chr18_+_64434787	chr18	64433768	64434964	+	1196	1700091E21Rik	-
L2_level1_chr6_-_12264033	chr6	12263579	12264298	-	719	Thsd7a	-
L2_level1_chr5_-_124832010	chr5	124831873	124832088	-	215	Sbno1	-
L2_level1_chr12_+_111901225	chr12	111901034	111901244	+	210	Dync1h1	+
L2_level1_chr3_-_126660246	chr3	126660176	126660295	-	119	Ank2	-
L2_level1_chr2_-_130459394	chr2	130459374	130459575	-	201	Prosapip1	-
L2_level1_chr19_-_40368072	chr19	40366944	40369100	-	2156	Sorbs1	-
L2_level1_chr2_-_155418471	chr2	155418429	155418545	-	116	Gss	-
L2_level1_chr14_+_21493547	chr14	21493432	21493631	+	199	Sec24c	+
L2_level1_chr7_-_66515683	chr7	66515447	66515817	-	370	Ube3a	+
L2_level1_chr12_+_110891191	chr12	110890564	110891967	+	1403	Rian	+
L2_level1_chr15_-_31527271	chr15	31527189	31527351	-	162	Cct5	-
L2_level1_chr4_+_24655761	chr4	24655760	24655762	+	2	Klhl32	-
L2_level1_chr11_+_31958338	chr11	31957737	31959090	+	1353	Nsg2	+
L2_level1_chr16_+_81461802	chr16	81461795	81461949	+	154	Ncam2	+
L2_level1_chr9_+_62219943	chr9	62219849	62219967	+	118	Anp32a	+
L2_level1_chr7_+_146038319	chr7	146038208	146038353	+	145	Ppp2r2d	+
L2_level1_chr1_+_66460829	chr1	66460399	66462711	+	2312	Mtap2	+
L2_level1_chr9_+_44936043	chr9	44935999	44936691	+	692	Scn2b	+
L2_level1_chr2_+_158201438	chr2	158201355	158201596	+	241	Snhg11	+
L2_level1_chr7_+_52317852	chr7	52317743	52317895	+	152	Nosip	+
L2_level1_chr19_-_7507004	chr19	7506949	7507123	-	174	Rtn3	-
L2_level1_chrX_-_101274044	chrX	101273899	101274583	-	684	C77370	-
L2_level1_chr15_-_79617114	chr15	79616889	79617637	-	748	Nptxr	-
L2_level1_chr16_+_20502662	chr16	20502589	20502892	+	303	Eif2b5	+
L2_level1_chr7_+_135206216	chr7	135206199	135206250	+	51	Itgam	+
L2_level1_chr9_-_10897188	chr9	10896835	10897780	-	945	Cntn5	-
L2_level1_chr6_-_42636630	chr6	42636338	42636998	-	660	Fam115a	-
L2_level1_chr15_+_35301291	chr15	35301227	35301456	+	229	Vps13b	+
L2_level1_chr1_+_37465373	chr1	37464963	37465716	+	753	Inpp4a	+
L2_level1_chr17_-_90435480	chr17	90435138	90435782	-	644	Nrxn1	-
L2_level1_chr18_+_36839226	chr18	36839191	36839256	+	65	Slc35a4	+
L2_level1_chr12_+_30605194	chr12	30605153	30605901	+	748	Myt1l	+
L2_level1_chr10_-_67741474	chr10	67741464	67741591	-	127	Arid5b	-
L2_level1_chr12_+_86560439	chr12	86560418	86560560	+	142	Eif2b2	+
L2_level1_chr8_+_14534198	chr8	14534174	14534525	+	351	Dlgap2	+
L2_level1_chr1_-_69073180	chr1	69072894	69073403	-	509	Erbb4	-
L2_level1_chr12_-_70285035	chr12	70284947	70285070	-	123	Rpl36al	-
L2_level1_chr10_+_126896521	chr10	126896509	126896599	+	90	R3hdm2	+
L2_level1_chr16_+_11144212	chr16	11144120	11144224	+	104	Zc3h7a	-
L2_level1_chr6_-_85911662	chr6	85911457	85911692	-	235	Dusp11	-
L2_level1_chr9_-_7833816	chr9	7833529	7833899	-	370	Birc2	-
L2_level1_chr7_+_117191668	chr7	117191622	117191776	+	154	Ipo7	+
L2_level1_chr3_+_64912943	chr3	64912747	64913907	+	1160	Kcnab1	+
L2_level1_chr13_+_81923660	chr13	81923576	81923768	+	192	Cetn3	+
L2_level1_chr12_-_111933457	chr12	111933174	111933643	-	469	Hsp90aa1	-
L2_level1_chr7_+_52965260	chr7	52965018	52965483	+	465	Sphk2	-
L2_level1_chr7_+_28534429	chr7	28533815	28534463	+	648	Zfp60	+
L2_level1_chr13_+_34967415	chr13	34967313	34967528	+	215	Prpf4b	+
L2_level1_chr14_+_55634390	chr14	55634329	55634413	+	84	Ngdn	+
L2_level1_chr2_+_29834023	chr2	29833821	29834113	+	292	Spna2	+
L2_level1_chr12_+_41516651	chr12	41516611	41517127	+	516	Dock4	+
L2_level1_chr18_+_69793257	chr18	69793155	69793336	+	181	Tcf4	+
L2_level1_chr3_+_135129289	chr3	135128973	135129338	+	365	Ube2d3	+
L2_level1_chr19_-_45854242	chr19	45853662	45854265	-	603	Mgea5	-
L2_level1_chr13_+_59686747	chr13	59686741	59686787	+	46	Naa35	+
L2_level1_chr8_-_9610123	chr8	9609742	9610262	-	520	Fam155a	-
L2_level1_chr9_-_29770719	chr9	29770453	29770847	-	394	Ntm	-
L2_level1_chr16_-_45724515	chr16	45724260	45724782	-	522	Tagln3	-
L2_level1_chr2_-_7317555	chr2	7317486	7317653	-	167	Celf2	-
L2_level1_chr15_+_76735414	chr15	76735234	76735456	+	222	Rpl8	+
L2_level1_chr9_+_66282270	chr9	66282202	66282404	+	202	Herc1	+
L2_level1_chr4_+_3502015	chr4	3501973	3502243	+	270	Tgs1	+
L2_level1_chr1_+_66764467	chr1	66764264	66764834	+	570	Rpe	+
L2_level1_chr3_-_146184378	chr3	146184241	146184414	-	173	Rpf1	-
L2_level1_chr13_+_74494138	chr13	74493893	74494223	+	330	Ccdc127	+
L2_level1_chr13_-_55637536	chr13	55637442	55637844	-	402	Ddx41	-
L2_level1_chr8_-_82208203	chr8	82207752	82209051	-	1299	Abce1	-
L2_level1_chr6_+_30756819	chr6	30756632	30757596	+	964	Copg2	-
L2_level1_chr2_-_22445685	chr2	22445621	22445731	-	110	Myo3a	+
L2_level1_chr11_+_40547375	chr11	40547351	40547665	+	314	Nudcd2	+
L2_level1_chr11_-_30046770	chr11	30046733	30046906	-	173	Spnb2	-
L2_level1_chr17_+_29797588	chr17	29797518	29797687	+	169	Ftsjd2	+
L2_level1_chr2_-_35036709	chr2	35036165	35036903	-	738	Rab14	-
L2_level1_chr11_+_52202071	chr11	52201920	52202150	+	230	Vdac1	+
L2_level1_chr11_-_33328480	chr11	33328434	33328511	-	77	Ranbp17	-
L2_level1_chr12_+_45645841	chr12	45645709	45645863	+	154	Nrcam	+
L2_level1_chr1_-_69072569	chr1	69072412	69072864	-	452	Erbb4	-
L2_level1_chr9_+_88285630	chr9	88285629	88285660	+	31	Snx14	-
L2_level1_chr7_-_66557489	chr7	66557029	66557788	-	759	Ube3a	+
L2_level1_chr2_-_144376586	chr2	144376464	144376627	-	163	Rbbp9	-
L2_level1_chr8_-_12672116	chr8	12671990	12672167	-	177	Tubgcp3	-
L2_level1_chr12_-_81744831	chr12	81744777	81744876	-	99	Erh	-
L2_level1_chr19_-_37249530	chr19	37249458	37249656	-	198	A330032B11Rik	+
L2_level1_chr9_+_55071192	chr9	55071037	55071718	+	681	Nrg4	-
L2_level1_chr14_+_51710816	chr14	51710765	51710852	+	87	Rnase4	+
L2_level1_chr15_-_98661895	chr15	98661880	98661972	-	92	Prkag1	-
L2_level1_chr8_+_46824627	chr8	46824314	46824686	+	372	Sorbs2	+
L2_level1_chr17_-_88413861	chr17	88413770	88413897	-	127	Fbxo11	-
L2_level1_chr14_-_13580602	chr14	13580248	13580630	-	382	Cadps	-
L2_level1_chr19_-_5284618	chr19	5284595	5284779	-	184	Sf3b2	-
L2_level1_chr9_+_108208743	chr9	108208684	108208854	+	170	Rhoa	+
L2_level1_chr4_+_108000764	chr4	108000683	108000842	+	159	2010305A19Rik	+
L2_level1_chr17_+_73186934	chr17	73186882	73187133	+	251	Ypel5	+
L2_level1_chr8_-_73397394	chr8	73397347	73397424	-	77	Ccdc124	-
L2_level1_chr14_-_65515941	chr14	65515504	65515967	-	463	Hmbox1	-
L2_level1_chr9_+_123022352	chr9	123022302	123022408	+	106	Zdhhc3	-
L2_level1_chr10_+_127526140	chr10	127525987	127526204	+	217	Atp5b	+
L2_level1_chr11_+_57141108	chr11	57140923	57141542	+	619	Gria1	+
L2_level1_chr2_+_135163185	chr2	135163121	135163287	+	166	Plcb1	+
L2_level1_chr1_+_9615559	chr1	9615308	9615649	+	341	3110035E14Rik	+
L2_level1_chr8_+_90642690	chr8	90642644	90642719	+	75	Tmem188	+
L2_level1_chr15_+_41367225	chr15	41367051	41367294	+	243	Oxr1	+
L2_level1_chr16_+_56075567	chr16	56075485	56075662	+	177	Senp7	+
L2_level1_chr1_+_154802124	chr1	154802051	154802402	+	351	Nmnat2	+
L2_level1_chr6_+_8209363	chr6	8209281	8209466	+	185	Gm16039	+
L2_level1_chr5_-_29008654	chr5	29008654	29008659	-	5	9530036O11Rik	+
L2_level1_chr5_+_106317678	chr5	106317350	106317761	+	411	Zfp326	+
L2_level1_chr11_+_29636348	chr11	29636336	29636470	+	134	Rtn4	+
L2_level1_chr15_-_91102165	chr15	91101711	91102834	-	1123	Slc2a13	-
L2_level1_chr12_-_60112923	chr12	60112858	60113042	-	184	Sec23a	-
L2_level1_chrX_-_132602182	chrX	132602167	132602332	-	165	Bex2	-
L2_level1_chr10_-_57245177	chr10	57245057	57245386	-	329	Serinc1	-
L2_level1_chr7_-_57057945	chr7	57057943	57057950	-	7	Prmt3	+
L2_level1_chr19_+_4747926	chr19	4747704	4747930	+	226	Spnb3	+
L2_level1_chr7_-_135349856	chr7	135349771	135349925	-	154	Cox6a2	-
L2_level1_chr2_-_52325051	chr2	52325019	52325167	-	148	Cacnb4	-
L2_level1_chr12_+_53669430	chr12	53668749	53670041	+	1292	Arhgap5	+
L2_level1_chr2_+_34628244	chr2	34628059	34628302	+	243	Hspa5	+
L2_level1_chr9_+_28709098	chr9	28709088	28709208	+	120	Opcml	+
L2_level1_chr2_+_135828311	chr2	135828278	135828370	+	92	Plcb4	+
L2_level1_chr1_-_39621998	chr1	39621955	39622190	-	235	Rnf149	-
L2_level1_chr11_+_20123093	chr11	20123063	20123183	+	120	Rab1	+
L2_level1_chr19_-_60844762	chr19	60844634	60844976	-	342	Eif3a	-
L2_level1_chr14_-_50403052	chr14	50402988	50403108	-	120	3632451O06Rik	-
L2_level1_chr8_+_125905355	chr8	125905270	125905440	+	170	Tcf25	+
L2_level1_chrX_+_131229853	chrX	131229777	131230112	+	335	Armcx4	+
L2_level1_chr9_-_94425067	chr9	94424798	94425171	-	373	1190002N15Rik	-
L2_level1_chr11_-_86358275	chr11	86358073	86358406	-	333	Rps6kb1	-
L2_level1_chr5_+_32785757	chr5	32785717	32785820	+	103	Ppp1cb	+
L2_level1_chr5_-_104518685	chr5	104518644	104518759	-	115	Sparcl1	-
L2_level1_chr11_+_23220657	chr11	23220650	23220721	+	71	Usp34	+
L2_level1_chr14_-_67647850	chr14	67647726	67647878	-	152	Ppp2r2a	-
L2_level1_chr1_+_75165234	chr1	75165185	75165265	+	80	Zfand2b	+
L2_level1_chrX_+_10173146	chrX	10172795	10173505	+	710	Tspan7	+
L2_level1_chr13_-_54691438	chr13	54691228	54691463	-	235	Nop16	-
L2_level1_chr1_-_68960652	chr1	68960450	68961800	-	1350	Erbb4	-
L2_level1_chr6_+_50148484	chr6	50148137	50148843	+	706	Mpp6	+
L2_level1_chr11_-_19963041	chr11	19962649	19963171	-	522	Actr2	-
L2_level1_chrX_-_108810693	chrX	108810630	108810758	-	128	Hdx	-
L2_level1_chr3_+_84781657	chr3	84781532	84782004	+	472	Fbxw7	+
L2_level1_chr16_+_94646730	chr16	94646521	94646831	+	310	Ttc3	+
L2_level1_chr11_+_4537742	chr11	4537695	4537802	+	107	Ascc2	+
L2_level1_chr9_+_57352372	chr9	57352250	57352703	+	453	Rpp25	+
L2_level1_chr13_-_9685954	chr13	9685576	9686244	-	668	Zmynd11	-
L2_level1_chr11_-_86531450	chr11	86531287	86531612	-	325	Cltc	-
L2_level1_chr8_-_106966718	chr8	106966602	106966967	-	365	Dync1li2	-
L2_level1_chr1_-_55141451	chr1	55141368	55141637	-	269	Hspd1	-
L2_level1_chr4_-_129012497	chr4	129012431	129012634	-	203	Rbbp4	-
L2_level1_chrX_+_12865746	chrX	12865301	12866060	+	759	Ddx3x	+
L2_level1_chr3_+_40589259	chr3	40589108	40589291	+	183	Hspa4l	+
L2_level1_chr2_+_29849140	chr2	29849121	29849183	+	62	Spna2	+
L2_level1_chr1_-_145600316	chr1	145600266	145600527	-	261	Trove2	-
L2_level1_chr1_+_34240954	chr1	34240847	34240992	+	145	Dst	+
L2_level1_chr11_+_4886902	chr11	4886850	4887057	+	207	Ap1b1	+
L2_level1_chr14_-_13338389	chr14	13338311	13338498	-	187	Cadps	-
L2_level1_chr9_-_44657934	chr9	44657109	44658120	-	1011	Mll1	-
L2_level1_chr10_+_127522208	chr10	127521992	127522246	+	254	Atp5b	+
L2_level1_chrX_+_130619941	chrX	130619620	130620331	+	711	Cstf2	+
L2_level1_chr8_-_110110576	chr8	110110549	110110640	-	91	Psmd7	-
L2_level1_chr10_+_80261453	chr10	80261364	80261522	+	158	Plekhj1	-
L2_level1_chr2_+_102913888	chr2	102913756	102913933	+	177	Apip	+
L2_level1_chr6_+_115803568	chr6	115803527	115803697	+	170	Ift122	+
L2_level1_chr11_-_116704537	chr11	116704406	116704692	-	286	Jmjd6	-
L2_level1_chr17_-_91012768	chr17	91012701	91012968	-	267	Nrxn1	-
L2_level1_chr11_+_104092782	chr11	104092726	104092895	+	169	Mapt	+
L2_level1_chr2_+_68699534	chr2	68699463	68699692	+	229	Lass6	+
L2_level1_chr14_+_67254105	chr14	67254048	67254333	+	285	Adra1a	+
L2_level1_chr5_-_100407459	chr5	100407434	100407539	-	105	Hnrnpd	-
L2_level1_chr9_+_70055146	chr9	70055091	70055269	+	178	Myo1e	+
L2_level1_chr1_+_59821112	chr1	59821102	59821536	+	434	Bmpr2	+
L2_level1_chr6_+_45344076	chr6	45343742	45344113	+	371	Cntnap2	+
L2_level1_chr11_-_97026297	chr11	97026273	97026419	-	146	Kpnb1	-
L2_level1_chr9_-_29174070	chr9	29174066	29174103	-	37	Ntm	-
L2_level1_chr10_+_89207746	chr10	89207716	89207754	+	38	Uhrf1bp1l	+
L2_level1_chrX_-_20194405	chrX	20194208	20194441	-	233	Ndufb11	-
L2_level1_chr15_+_100648323	chr15	100647929	100648545	+	616	Slc4a8	+
L2_level1_chr3_+_144233667	chr3	144233617	144233738	+	121	Sep15	+
L2_level1_chr8_+_32207000	chr8	32206647	32207421	+	774	Dusp26	+
L2_level1_chr14_+_73909832	chr14	73909787	73909918	+	131	Med4	+
L2_level1_chr17_-_3084046	chr17	3083994	3084190	-	196	Pisd-ps2	-
L2_level1_chr6_+_105846985	chr6	105846985	105846986	+	1	Cntn4	+
L2_level1_chr16_+_17015999	chr16	17015919	17016145	+	226	Mapk1	+
L2_level1_chr16_+_94647808	chr16	94647609	94647859	+	250	Ttc3	+
L2_level1_chr9_+_3335467	chr9	3335426	3335717	+	291	Alkbh8	+
L2_level1_chr19_-_29436342	chr19	29436315	29436403	-	88	5033414D02Rik	-
L2_level1_chr10_+_98462362	chr10	98462355	98462612	+	257	Atp2b1	+
L2_level1_chr17_-_17665461	chr17	17665310	17665576	-	266	Lnpep	-
L2_level1_chr13_+_106233762	chr13	106233628	106233891	+	263	Htr1a	+
L2_level1_chr19_-_47036804	chr19	47036783	47036850	-	67	Nt5c2	-
L2_level1_chr11_+_80291586	chr11	80291334	80292144	+	810	Cdk5r1	+
L2_level1_chr10_+_111899519	chr10	111899005	111899825	+	820	Kcnc2	+
L2_level1_chr19_+_8899795	chr19	8899744	8899855	+	111	Hnrnpul2	+
L2_level1_chr6_-_72384642	chr6	72384459	72385118	-	659	Mat2a	-
L2_level1_chr1_+_189475388	chr1	189475294	189475538	+	244	Esrrg	+
L2_level1_chr14_-_37754153	chr14	37753563	37754249	-	686	Gcap14	-
L2_level1_chr1_-_153275505	chr1	153275439	153275552	-	113	1200016B10Rik	-
L2_level1_chr3_+_102538879	chr3	102538831	102538959	+	128	Tspan2	+
L2_level1_chr4_+_95634071	chr4	95634016	95634229	+	213	Hook1	+
L2_level1_chr1_-_172635700	chr1	172634998	172636653	-	1655	Atf6	-
L2_level1_chr2_+_20727502	chr2	20727393	20728554	+	1161	Etl4	+
L2_level1_chr9_-_57400555	chr9	57400532	57400609	-	77	Mpi	-
L2_level1_chrX_-_149053684	chrX	149053468	149053878	-	410	Shroom2	-
L2_level1_chr3_+_66984741	chr3	66984738	66984755	+	17	Rsrc1	+
L2_level1_chr4_+_33137447	chr4	33136636	33137606	+	970	Ube2j1	+
L2_level1_chr18_+_69505439	chr18	69505406	69505565	+	159	Tcf4	+
L2_level1_chr9_+_120039524	chr9	120039523	120039570	+	47	Rpsa	+
L2_level1_chr6_+_30752820	chr6	30752816	30753003	+	187	Copg2	-
L2_level1_chr5_-_108176098	chr5	108175876	108176621	-	745	Evi5	-
L2_level1_chr6_-_58857086	chr6	58855434	58857243	-	1809	Nap1l5	-
L2_level1_chr9_-_65194263	chr9	65194259	65194282	-	23	Pdcd7	+
L2_level1_chr5_+_67390588	chr5	67390207	67390604	+	397	Limch1	+
L2_level1_chr4_-_134909058	chr4	134909006	134909189	-	183	Srrm1	-
L2_level1_chr17_-_67391532	chr17	67391461	67391736	-	275	Ptprm	-
L2_level1_chr8_+_63471995	chr8	63471963	63472198	+	235	Nek1	+
L2_level1_chr12_-_36748487	chr12	36748413	36748504	-	91	Tspan13	-
L2_level1_chr1_+_78693517	chr1	78693446	78693588	+	142	Acsl3	+
L2_level1_chr11_+_17157563	chr11	17157501	17157695	+	194	C1d	+
L2_level1_chr10_+_111774847	chr10	111774542	111775065	+	523	Kcnc2	+
L2_level1_chr11_+_57056573	chr11	57056232	57056633	+	401	Gria1	+
L2_level1_chr7_+_99890205	chr7	99890084	99890325	+	241	Rab30	+
L2_level1_chr13_+_75227292	chr13	75227227	75227621	+	394	Pcsk1	+
L2_level1_chrX_+_63906189	chrX	63906111	63906324	+	213	Slitrk2	+
L2_level1_chrX_+_89500158	chrX	89500142	89500178	+	36	Mageb18	-
L2_level1_chr16_-_32099836	chr16	32099749	32099877	-	128	Pigx	-
L2_level1_chr8_+_48619031	chr8	48618956	48619311	+	355	Rwdd4a	+
L2_level1_chr18_+_37975061	chr18	37974980	37975177	+	197	Pcdhga2	+
L2_level1_chr3_+_98121661	chr3	98121658	98121663	+	5	Phgdh	-
L2_level1_chr1_-_173080738	chr1	173080678	173080794	-	116	Sdhc	-
L2_level1_chr3_+_65160205	chr3	65160111	65160249	+	138	Kcnab1	+
L2_level1_chr6_+_5675783	chr6	5675596	5675909	+	313	Dync1i1	+
L2_level1_chr14_-_37939273	chr14	37939115	37939305	-	190	Ghitm	-
L2_level1_chr16_+_23113633	chr16	23113483	23113892	+	409	Eif4a2	+
L2_level1_chr6_-_113119842	chr6	113119659	113120408	-	749	Lhfpl4	-
L2_level1_chr10_-_108243999	chr10	108243742	108244517	-	775	Syt1	-
L2_level1_chr16_-_28690437	chr16	28690113	28690490	-	377	Fgf12	-
L2_level1_chr2_-_160791077	chr2	160790898	160792484	-	1586	Chd6	-
L2_level1_chr8_+_17179335	chr8	17179335	17179336	+	1	Csmd1	-
L2_level1_chr13_+_74169647	chr13	74169587	74170582	+	995	Tppp	+
L2_level1_chr12_-_56871739	chr12	56871632	56871892	-	260	Ralgapa1	-
L2_level1_chr9_-_65587482	chr9	65587475	65587498	-	23	Zfp609	-
L2_level1_chr19_+_58205846	chr19	58205775	58207265	+	1490	Atrnl1	+
L2_level1_chr12_+_41131634	chr12	41131632	41131636	+	4	Zfp277	-
L2_level1_chr1_+_168243393	chr1	168243366	168243670	+	304	Ildr2	+
L2_level1_chr7_+_51857794	chr7	51857776	51858413	+	637	Kcnc3	+
L2_level1_chr4_-_106351496	chr4	106351319	106351606	-	287	Ttc4	-
L2_level1_chr18_+_34470461	chr18	34470337	34470574	+	237	Apc	+
L2_level1_chr16_-_31275291	chr16	31274962	31275339	-	377	Ppp1r2	-
L2_level1_chr4_-_86633862	chr4	86629853	86635998	-	6145	Slc24a2	-
L2_level1_chr1_-_179715110	chr1	179715044	179715147	-	103	Adss	-
L2_level1_chr14_-_52816920	chr14	52816764	52816964	-	200	Supt16h	-
L2_level1_chr4_+_154929276	chr4	154929110	154929323	+	213	Gnb1	+
L2_level1_chr7_+_30601108	chr7	30600996	30601195	+	199	Zfp790	+
L2_level1_chr15_+_80778942	chr15	80778888	80778990	+	102	Adsl	+
L2_level1_chr3_-_10437955	chr3	10437819	10438312	-	493	Snx16	-
L2_level1_chr1_+_155500288	chr1	155500186	155500452	+	266	Rgs8	+
L2_level1_chr14_-_28321664	chr14	28321630	28321727	-	97	Ccdc66	-
L2_level1_chr3_-_138713509	chr3	138713453	138713575	-	122	Rap1gds1	-
L2_level1_chr2_+_176798727	chr2	176798414	176798807	+	393	Gm14405	-
L2_level1_chr7_+_141966148	chr7	141966146	141966151	+	5	Dock1	+
L2_level1_chr6_+_45344618	chr6	45344339	45344772	+	433	Cntnap2	+
L2_level1_chr2_+_118619175	chr2	118618988	118620564	+	1576	Disp2	+
L2_level1_chr13_+_20564940	chr13	20564857	20565131	+	274	Elmo1	+
L2_level1_chr14_-_52703973	chr14	52703798	52704121	-	323	Hnrnpc	-
L2_level1_chr7_-_52382043	chr7	52382038	52382055	-	17	Snord34	-
L2_level1_chr4_+_149611322	chr4	149611250	149611407	+	157	Eno1	+
L2_level1_chr18_+_37833982	chr18	37833924	37834075	+	151	Pcdhga2	+
L2_level1_chr15_+_100649663	chr15	100648871	100650704	+	1833	Slc4a8	+
